datetime,count
2011-01-20 00:00:00,3.765247101271587
2011-01-20 01:00:00,3.6626466869399406
2011-01-20 02:00:00,3.6626466869399406
2011-01-20 03:00:00,3.714788597223708
2011-01-20 04:00:00,3.714788597223708
2011-01-20 05:00:00,3.5933162034253674
2011-01-20 06:00:00,3.5599445337989635
2011-01-20 07:00:00,3.665295752793234
2011-01-20 08:00:00,3.6962491634185626
2011-01-20 09:00:00,3.8610623469793333
2011-01-20 10:00:00,3.89562700809376
2011-01-20 11:00:00,4.0998814049905645
2011-01-20 12:00:00,4.227872249117524
2011-01-20 13:00:00,4.102522693420884
2011-01-20 14:00:00,4.158152160558963
2011-01-20 15:00:00,4.232576316662602
2011-01-20 16:00:00,4.0622602559882255
2011-01-20 17:00:00,4.0820339105092645
2011-01-20 18:00:00,3.8256326387721105
2011-01-20 19:00:00,3.7337158828718793
2011-01-20 20:00:00,3.7507671103907025
2011-01-20 21:00:00,3.7005356804224445
2011-01-20 22:00:00,3.576811532013795
2011-01-20 23:00:00,3.5994549979968062
2011-01-21 00:00:00,3.4908646600687105
2011-01-21 01:00:00,3.4908646600687105
2011-01-21 02:00:00,3.464528287177761
2011-01-21 03:00:00,3.366945024587682
2011-01-21 04:00:00,3.144473806785455
2011-01-21 05:00:00,3.626817045921851
2011-01-21 06:00:00,3.680713996209614
2011-01-21 07:00:00,3.714801593005579
2011-01-21 08:00:00,3.8265637056363144
2011-01-21 09:00:00,3.7540440404806454
2011-01-21 10:00:00,3.8647273285609662
2011-01-21 11:00:00,4.039653779568919
2011-01-21 12:00:00,4.457720089318662
2011-01-21 13:00:00,4.5326636740134
2011-01-21 14:00:00,4.391052665818281
2011-01-21 15:00:00,4.240267025713582
2011-01-21 16:00:00,4.225165624629634
2011-01-21 17:00:00,4.137378149978641
2011-01-21 18:00:00,4.028521650186764
2011-01-21 19:00:00,4.034683889670435
2011-01-21 20:00:00,3.942094705500352
2011-01-21 21:00:00,3.7559950803098094
2011-01-21 22:00:00,3.6444188386849077
2011-01-21 23:00:00,3.711141007448837
2011-01-22 00:00:00,3.574142663408092
2011-01-22 01:00:00,3.7552144462441692
2011-01-22 02:00:00,3.751894591919019
2011-01-22 03:00:00,3.7677301906359624
2011-01-22 04:00:00,3.5911444466233564
2011-01-22 06:00:00,3.6703528164229433
2011-01-22 07:00:00,3.5769088410470293
2011-01-22 08:00:00,3.5671112143828325
2011-01-22 09:00:00,3.6585122817003977
2011-01-22 10:00:00,3.7723616645610516
2011-01-22 11:00:00,3.858653983202475
2011-01-22 12:00:00,3.9124675250597405
2011-01-22 13:00:00,3.967412998572649
2011-01-22 14:00:00,4.001740914081743
2011-01-22 15:00:00,4.097775763774917
2011-01-22 16:00:00,4.173595114274151
2011-01-22 17:00:00,4.210348664053284
2011-01-22 18:00:00,3.897335128870635
2011-01-22 19:00:00,3.899845929834885
2011-01-22 20:00:00,3.6273276149126814
2011-01-22 21:00:00,3.741051051272972
2011-01-22 22:00:00,3.6223548282354483
2011-01-22 23:00:00,3.3528673705760705
2011-01-23 00:00:00,3.3528673705760705
2011-01-23 01:00:00,3.3528673705760705
2011-01-23 02:00:00,3.2398240640898353
2011-01-23 03:00:00,3.2398240640898353
2011-01-23 05:00:00,3.4384481960080704
2011-01-23 06:00:00,3.4384481960080704
2011-01-23 07:00:00,3.424632488534873
2011-01-23 08:00:00,3.2849070767790294
2011-01-23 09:00:00,3.5391348408666095
2011-01-23 10:00:00,3.793762020623307
